Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
159,Release 0.4.0.2,0.6314591,pantheon-terminal 0.4.1 is out!,Currently translated at 90.4% (66 of 73 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
160,Send error output of process finished PROMPT_COMMAND to /dev/null,0.6494876,Notifications indicate if a process exited with errors or not,Currently translated at 100.0% (73 of 73 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
161,Translate desktop and appstream files,0.53753644,Translation updates,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal Translate-URL: link/,0
162,"Add ""Open In"" to context menu (#550)",0.7716006,* Pressing the Menu key now opens the context menu,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal Translate-URL: link/,1
163,Translated using Weblate (English (Canada)),0.61947495,Translation updates,Currently translated at 100.0% (73 of 73 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
164,Merged fixed-999981,0.3870405,This release includes several bug fixes,Currently translated at 100.0% (73 of 73 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
165,Support custom font.,0.7179378,Apply font changes without restarting,Currently translated at 16.4% (12 of 73 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,1
166,fixed a problem with the settings,0.52947575,This release includes several bug fixes,,0
167,Release 5.5.0 (#439),0.5843339,terminal 5.5.0 is out! ,Release 6.1.0 Update meson.build Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
168,Translated using Weblate (Norwegian Bokmål),0.57842577,Translation updates,Currently translated at 100.0% (73 of 73 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
169,MainWindow: Add a separator to right click menu (#389),0.70599926,MainWindow: Update context menu on menu key press by @ryonakano in link,Currently translated at 100.0% (73 of 73 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,1
170,Update README.md (#304),0.5191848,Other updates:,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal (Extra) Translate-URL: link/",0
171,Temporarily revert r782,0.3952916,"Change preferred shortcut for ""Reload Tab"" to Shift + Control + R","Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
172,make working dir flag work with spaces and special chars,0.42462277, * Support -h flag for help,,0
173,"Added Adrien as author, and Daniel as artist.",0.34813356,@Faelian made their first contribution in link,,0
174,Don't issue first dummy callback from well-behaved shells in non-interactive mode or when not running as child of pantheon-terminal,0.37407285,* Fix a wrong foreground process response code,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal (Extra) Translate-URL: link/",0
175,Fixed bug #1006589.,0.7295004,This release includes several bug fixes,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",1
176,"Removed vapi/ folder, obsolote. Also added some debugging code.",0.48101103,This release includes several bug fixes,,0
177,Initialize Objects with Properties,0.3340883, * Add accels to tooltips,,0
178,Basic command line arguments support,0.45652193,Add commandline option for New Window (-n),"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal (Extra) Translate-URL: link/",0
179,Dark light settings (#165),0.58652335,Use neutral colors for the dark style scheme,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
180,Merged fixed-1029369.,0.4529661,This release includes several bug fixes,,0
181,added forgotten files,0.40645373,Update Meson Files by @Marukesu in link,,0
182,Kill shell processes when windows are closed,0.51719415,Notifications indicate if a process exited with errors or not,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal Translate-URL: link/,0
183,Removed debugging code.,0.45570326,* Fix a wrong foreground process response code,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal Translate-URL: link/,0
184,fix trailing whitespace,0.5129018,Slightly pad text from the edge of the window,Currently translated at 66.0% (35 of 53 strings) Translation: Terminal/Terminal Translate-URL: link/,0
185,rewrite SearchToolbar.vala (#136),0.5346635,Rework Application Class by @Marukesu in link,Currently translated at 64.1% (34 of 53 strings) Translation: Terminal/Terminal Translate-URL: link/,0
186,Link screenshot in appdata (#108),0.4641923,MainWindow: Update context menu on menu key press by @ryonakano in link,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal Translate-URL: link/,0
187,Translated using Weblate (Sinhala),0.6502255,Translation updates,Currently translated at 100.0% (69 of 69 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
188,Got rid of all the evil using statements.,0.23100582,pantheon-terminal 0.4.3 is out!,Currently translated at 100.0% (69 of 69 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
189,Merged tab-popout.,0.60581446,Prevent duplicate tab on startup,,0
190,Merge with lp:~voldyman/pantheon-terminal/window-location-fix to fix window location saving,0.41385615,Add commandline option for New Window (-n),Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal Translate-URL: link/,0
191,"Reverted 113, ready to go.",0.29741746,pantheon-terminal 0.4.2 is out!,Currently translated at 98.1% (52 of 53 strings) Translation: Terminal/Terminal Translate-URL: link/,0
192,Fixed compilation bugs.,0.7749218,This release includes several bug fixes,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal Translate-URL: link/,1
193,Use SIGHUP instead of SIGTERM when terminating shell processes,0.49952462,Notifications indicate if a process exited with errors or not,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal Translate-URL: link/,0
194,Added a Preferences Dialog,0.52651477,Add commandline option for New Tab (-t),Currently translated at 92.7% (64 of 69 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
195,Fixed bug #1093372.,0.6920121,This release includes several bug fixes,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal Translate-URL: link/,0
196,Fixed bug #1029460.,0.7113385,This release includes several bug fixes,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal Translate-URL: link/,1
197,Translated using Weblate (Marathi),0.62472636,Translation updates,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal Translate-URL: link/,0
198,Adds changing the cursor shape feature.,0.56744057,* Hide the cursor while typing,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal Translate-URL: link/,0
199,"Added other protocols, fixed some other ones.",0.5062809,This release includes several bug fixes,Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
200,Create FUNDING.yml,0.45772034,Rework Application Class by @Marukesu in link,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal Translate-URL: link/,0
201,Added hotkey to close terminal (#658),0.5836228,Fix an issue with keyboard shortcuts not activating the first time they're pressed,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal Translate-URL: link/,0
202,"Changed task over notification text to ""Task finished."" and added icon.",0.5121517,* Return focus after popover menu closes,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal Translate-URL: link/,0
203,Themes: Remove opacity from default themes (#670),0.56097966,Avoid losing focus when closing background tabs,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal Translate-URL: link/,0
204,Release 0.5.3,0.61148155,pantheon-terminal 0.4.1 is out!,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal (Extra) Translate-URL: link/",0
205,Allow button release event to propagate after click opens link. (#89),0.62899023,Open Link option when secondary clicking,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
206,Removed obsolete line of code,0.48398703,* Fix a wrong foreground process response code,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal Translate-URL: link/,0
207,Translated using Weblate (Arabic),0.60170627,Translation updates,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal Translate-URL: link/,0
208,Meson: remove positional arguments from i18n.merge_file (#649),0.5295445,Update Meson Files by @Marukesu in link,,0
209,Release 0.5.2,0.60001993,pantheon-terminal 0.4.1 is out!,,0
210,Fix bug 819049,0.6476082,This release includes several bug fixes,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal Translate-URL: link/,0
211,Do not set notification ID so that several notifications about process completion can coexist (#222),0.64403105,Notifications indicate if a process exited with errors or not,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal Translate-URL: link/,0
212,-e now works even when a terminal instance is already running. Approved by David Gomes.,0.36246374,Terminal 0.5.1 is out!,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal Translate-URL: link/,0
213,added destructive-action class to ignore button and other touchups,0.56731653,* Prevent search and style buttons from receiving focus,Currently translated at 96.1% (50 of 52 strings) Translation: Terminal/Terminal Translate-URL: link/,0
214,"Fixed bug #804901, background is now transparent.",0.51579,This release includes several bug fixes,,0
215,UnsafePasteDialog: Use GraniteMessageDialog (#337),0.5038791,Show text details in unsafe paste dialogs,Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
216,Font Change Supported,0.81345296,Apply font changes without restarting,Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,1
217,Fixes big #1289955 by updating the color scheme and palette colors.,0.55757254,Create a custom color palette,,0
218,Translated using Weblate (Slovak),0.5900993,Translation updates,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal Translate-URL: link/,0
219,Automatically disable sudo warning when appropriate,0.5137949,Include sudo password prompt when copying last output,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal Translate-URL: link/,0
220,Update next release appdata re new shortcuts (#536),0.50412905,MainWindow: Update context menu on menu key press by @ryonakano in link,Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
221,Fixed an extra 'x',0.4146309,* Fixed mistranslated and broken icon names,Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
222,Integration of the granite dynamic notebook into the terminal.,0.5162113, * Add accels to tooltips,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal Translate-URL: link/,0
223,Ditch the custom TerminalWidget.process_argv() method in favor of Glib.Shell.parse_argv() and drop a bash hardcoding in the process since it's no longer required. This fixes bug 1324577,0.48888016,Terminal 0.5.2 is out!,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal Translate-URL: link/,0
